page_id,title,diff_url,revision_id,timestamp,contributor_ip
1643,Science fiction,http://sv.wikipedia.org/w/index.php?diff=25762979,25762979,1403861690,195.67.88.218
207576,Fantastik,http://sv.wikipedia.org/w/index.php?diff=25762966,25762966,1403861640,195.67.88.218
207576,Fantastik,http://sv.wikipedia.org/w/index.php?diff=25762946,25762946,1403861566,195.67.88.218
1643,Science fiction,http://sv.wikipedia.org/w/index.php?diff=25762931,25762931,1403861508,195.67.88.218
3947636,Pavel Gubarev,http://sv.wikipedia.org/w/index.php?diff=25703053,25703053,1403683971,195.67.88.218
862831,Amineh Kakabaveh,http://sv.wikipedia.org/w/index.php?diff=25642478,25642478,1403526202,195.67.88.218
1152461,Andrij Melnyk,http://sv.wikipedia.org/w/index.php?diff=25483762,25483762,1402921232,195.67.88.218
3947821,Dmitrij Bogrov,http://sv.wikipedia.org/w/index.php?diff=25483738,25483738,1402921135,195.67.88.218
940940,Roman Sjuchevitj,http://sv.wikipedia.org/w/index.php?diff=25483702,25483702,1402920953,195.67.88.218
940940,Roman Sjuchevitj,http://sv.wikipedia.org/w/index.php?diff=25483507,25483507,1402920120,195.67.88.218
940940,Roman Sjuchevitj,http://sv.wikipedia.org/w/index.php?diff=25483498,25483498,1402920092,195.67.88.218
61315,Tabriz,http://sv.wikipedia.org/w/index.php?diff=25354016,25354016,1402399374,195.67.88.218
61315,Tabriz,http://sv.wikipedia.org/w/index.php?diff=25354003,25354003,1402399315,195.67.88.218
162624,Gəncə,http://sv.wikipedia.org/w/index.php?diff=25353980,25353980,1402399218,195.67.88.218
721677,Stefan Löfven,http://sv.wikipedia.org/w/index.php?diff=25241266,25241266,1401888799,195.67.88.218
719656,Kirovohrad,http://sv.wikipedia.org/w/index.php?diff=25168741,25168741,1401284140,195.67.88.219
48387,Häradsrätt,http://sv.wikipedia.org/w/index.php?diff=25135622,25135622,1400586733,195.67.88.219
114276,Rossana Dinamarca,http://sv.wikipedia.org/w/index.php?diff=25135604,25135604,1400586212,195.67.88.219
660344,Strykjärnet,http://sv.wikipedia.org/w/index.php?diff=25120637,25120637,1400229431,195.67.88.219
3960135,Olga Bogomolets,http://sv.wikipedia.org/w/index.php?diff=25092098,25092098,1399547992,195.67.88.219
3958899,Oleg Tsarjov,http://sv.wikipedia.org/w/index.php?diff=25092076,25092076,1399547673,195.67.88.219
3958884,Jurij Bojko,http://sv.wikipedia.org/w/index.php?diff=25092067,25092067,1399547557,195.67.88.219
3954959,Aleksandr Muzytjko,http://sv.wikipedia.org/w/index.php?diff=25089170,25089170,1399473672,195.67.88.219
3947233,Högra Sektorn,http://sv.wikipedia.org/w/index.php?diff=25089167,25089167,1399473647,195.67.88.219
3947233,Högra Sektorn,http://sv.wikipedia.org/w/index.php?diff=25089165,25089165,1399473619,195.67.88.219
1134374,Presidentvalet i Ukraina 2014,http://sv.wikipedia.org/w/index.php?diff=25089153,25089153,1399473495,195.67.88.219
3958900,Vasyl Tsusjko,http://sv.wikipedia.org/w/index.php?diff=25089151,25089151,1399473421,195.67.88.219
3958898,Zorjan Sjkirjak,http://sv.wikipedia.org/w/index.php?diff=25089148,25089148,1399473380,195.67.88.219
3958896,Vadym Rabinovytj,http://sv.wikipedia.org/w/index.php?diff=25089142,25089142,1399473319,195.67.88.219
3958890,Mykola Malomuzj,http://sv.wikipedia.org/w/index.php?diff=25089138,25089138,1399473254,195.67.88.219
3958891,Oleh Ljasjko,http://sv.wikipedia.org/w/index.php?diff=25089137,25089137,1399473223,195.67.88.219
3958892,Vasyl Kujbida,http://sv.wikipedia.org/w/index.php?diff=25089135,25089135,1399473190,195.67.88.219
3958894,Valerij Konovaljuk,http://sv.wikipedia.org/w/index.php?diff=25089133,25089133,1399473163,195.67.88.219
3958899,Oleg Tsarjov,http://sv.wikipedia.org/w/index.php?diff=25089132,25089132,1399473129,195.67.88.219
3954022,Oleh Magnitskiy,http://sv.wikipedia.org/w/index.php?diff=25089130,25089130,1399473097,195.67.88.219
3958899,Oleg Tsarjov,http://sv.wikipedia.org/w/index.php?diff=25089125,25089125,1399473008,195.67.88.219
3958899,Oleg Tsarjov,http://sv.wikipedia.org/w/index.php?diff=25089124,25089124,1399472987,195.67.88.219
3958899,Oleg Tsarjov,http://sv.wikipedia.org/w/index.php?diff=25089121,25089121,1399472943,195.67.88.219
3958886,Anatolij Hrytsenko,http://sv.wikipedia.org/w/index.php?diff=25089115,25089115,1399472841,195.67.88.219
3958886,Anatolij Hrytsenko,http://sv.wikipedia.org/w/index.php?diff=25089113,25089113,1399472824,195.67.88.219
3958885,Andrij Hrynenko,http://sv.wikipedia.org/w/index.php?diff=25089112,25089112,1399472793,195.67.88.219
3958884,Jurij Bojko,http://sv.wikipedia.org/w/index.php?diff=25089109,25089109,1399472741,195.67.88.219
1134374,Presidentvalet i Ukraina 2014,http://sv.wikipedia.org/w/index.php?diff=25089105,25089105,1399472691,195.67.88.219
3958887,Mychajlo Dobkin,http://sv.wikipedia.org/w/index.php?diff=25089102,25089102,1399472651,195.67.88.219
3958887,Mychajlo Dobkin,http://sv.wikipedia.org/w/index.php?diff=25089100,25089100,1399472629,195.67.88.219
3958887,Mychajlo Dobkin,http://sv.wikipedia.org/w/index.php?diff=25089098,25089098,1399472611,195.67.88.219
3958887,Mychajlo Dobkin,http://sv.wikipedia.org/w/index.php?diff=25089094,25089094,1399472598,195.67.88.219
118585,Cecilia Nilsson (politiker),http://sv.wikipedia.org/w/index.php?diff=25079931,25079931,1399296643,195.67.88.219
152169,Vänsterförbundet,http://sv.wikipedia.org/w/index.php?diff=25079490,25079490,1399288974,195.67.88.219
1006805,Århuskonventionen,http://sv.wikipedia.org/w/index.php?diff=25059278,25059278,1398858730,195.67.88.219
1006805,Århuskonventionen,http://sv.wikipedia.org/w/index.php?diff=25059275,25059275,1398858690,195.67.88.219
814365,Diskussion:Täby kommun,http://sv.wikipedia.org/w/index.php?diff=25001388,25001388,1397464867,195.67.88.219
1007374,Iranofil,http://sv.wikipedia.org/w/index.php?diff=24995514,24995514,1397301845,195.67.88.219
15105,Konservatism,http://sv.wikipedia.org/w/index.php?diff=24991896,24991896,1397209870,195.67.88.217
182716,Visegrád,http://sv.wikipedia.org/w/index.php?diff=24966622,24966622,1396600982,195.67.88.219
1648203,Lonsdaleit,http://sv.wikipedia.org/w/index.php?diff=24956363,24956363,1396352404,195.67.88.219
15678,Göta älvbron,http://sv.wikipedia.org/w/index.php?diff=24938265,24938265,1395932996,195.67.88.219
95208,Jan Johansson,http://sv.wikipedia.org/w/index.php?diff=24932119,24932119,1395824528,195.67.88.219
725412,Bijan Fahimi,http://sv.wikipedia.org/w/index.php?diff=24901073,24901073,1395219136,195.67.88.219
3921858,Ilmari Kianto,http://sv.wikipedia.org/w/index.php?diff=24882493,24882493,1394810269,195.67.88.219
28306,Novgorod,http://sv.wikipedia.org/w/index.php?diff=24874164,24874164,1394645050,195.67.88.219
521592,Tomas Tobé,http://sv.wikipedia.org/w/index.php?diff=24846638,24846638,1394118083,195.67.88.219
521592,Tomas Tobé,http://sv.wikipedia.org/w/index.php?diff=24846555,24846555,1394117188,195.67.88.219
521592,Tomas Tobé,http://sv.wikipedia.org/w/index.php?diff=24846479,24846479,1394115663,195.67.88.219
521592,Tomas Tobé,http://sv.wikipedia.org/w/index.php?diff=24846478,24846478,1394115644,195.67.88.219
521592,Tomas Tobé,http://sv.wikipedia.org/w/index.php?diff=24846394,24846394,1394114194,195.67.88.219
1607424,Benjamin Dousa,http://sv.wikipedia.org/w/index.php?diff=24846241,24846241,1394112057,195.67.88.219
1607424,Benjamin Dousa,http://sv.wikipedia.org/w/index.php?diff=24846238,24846238,1394111985,195.67.88.219
3896367,Karin Östring Bergman,http://sv.wikipedia.org/w/index.php?diff=24844118,24844118,1394051819,195.67.88.219
754619,Visegradgruppen,http://sv.wikipedia.org/w/index.php?diff=24839082,24839082,1393939209,195.67.88.219
303791,Shawarma,http://sv.wikipedia.org/w/index.php?diff=24830622,24830622,1393844981,195.67.88.219
105719,Sydossetien,http://sv.wikipedia.org/w/index.php?diff=24830542,24830542,1393843433,195.67.88.219
105719,Sydossetien,http://sv.wikipedia.org/w/index.php?diff=24830540,24830540,1393843399,195.67.88.219
32065,Pinsk,http://sv.wikipedia.org/w/index.php?diff=24779216,24779216,1392841683,195.67.88.219
109345,Europeiska radio- och TV-unionen,http://sv.wikipedia.org/w/index.php?diff=24767502,24767502,1392647493,195.67.88.218
552023,Kallaste,http://sv.wikipedia.org/w/index.php?diff=24746912,24746912,1392218233,195.67.88.218
43512,Torv,http://sv.wikipedia.org/w/index.php?diff=24745788,24745788,1392205727,195.67.88.218
16714,Alice Babs,http://sv.wikipedia.org/w/index.php?diff=24742207,24742207,1392134309,195.67.88.218
16714,Alice Babs,http://sv.wikipedia.org/w/index.php?diff=24742198,24742198,1392134234,195.67.88.218
393969,Gunvor G. Ericson,http://sv.wikipedia.org/w/index.php?diff=24724209,24724209,1391805441,195.67.88.218
1374537,Markus Wiechel,http://sv.wikipedia.org/w/index.php?diff=24719266,24719266,1391700949,195.67.88.218
1374537,Markus Wiechel,http://sv.wikipedia.org/w/index.php?diff=24719260,24719260,1391700840,195.67.88.218
1048249,Diskussion:Transkarpatien,http://sv.wikipedia.org/w/index.php?diff=24715012,24715012,1391612186,195.67.88.218
351334,Ivano-Frankivsk,http://sv.wikipedia.org/w/index.php?diff=24714137,24714137,1391595360,195.67.88.218
594883,Relining,http://sv.wikipedia.org/w/index.php?diff=24712343,24712343,1391542489,195.67.88.218
721677,Stefan Löfven,http://sv.wikipedia.org/w/index.php?diff=24678051,24678051,1390816223,195.67.88.218
721677,Stefan Löfven,http://sv.wikipedia.org/w/index.php?diff=24678035,24678035,1390816116,195.67.88.218
534070,Portal:EU/Utvald artikel/13,http://sv.wikipedia.org/w/index.php?diff=24667694,24667694,1390562186,195.67.88.218
2788172,Georg Hackenschmidt,http://sv.wikipedia.org/w/index.php?diff=24663012,24663012,1390471699,195.67.88.218
330175,Hans Backman,http://sv.wikipedia.org/w/index.php?diff=24650279,24650279,1390213165,195.67.88.218
330175,Hans Backman,http://sv.wikipedia.org/w/index.php?diff=24650273,24650273,1390213085,195.67.88.218
111287,Christer Nylander,http://sv.wikipedia.org/w/index.php?diff=24650245,24650245,1390212580,195.67.88.218
111287,Christer Nylander,http://sv.wikipedia.org/w/index.php?diff=24650236,24650236,1390212428,195.67.88.218
111287,Christer Nylander,http://sv.wikipedia.org/w/index.php?diff=24639970,24639970,1389961519,195.67.88.218
111287,Christer Nylander,http://sv.wikipedia.org/w/index.php?diff=24639964,24639964,1389961433,195.67.88.218
111287,Christer Nylander,http://sv.wikipedia.org/w/index.php?diff=24639929,24639929,1389961071,195.67.88.218
42317,Ali Esbati,http://sv.wikipedia.org/w/index.php?diff=24633514,24633514,1389807011,195.67.88.218
6594,Sveriges riksdag,http://sv.wikipedia.org/w/index.php?diff=24624441,24624441,1389631303,195.67.88.218
16989,Lev Trotskij,http://sv.wikipedia.org/w/index.php?diff=24466776,24466776,1387271116,195.67.88.219
2777,Magnus Eriksson,http://sv.wikipedia.org/w/index.php?diff=24459558,24459558,1387203010,195.67.88.219
2777,Magnus Eriksson,http://sv.wikipedia.org/w/index.php?diff=24459555,24459555,1387202995,195.67.88.219
650194,Örebro läns valkrets,http://sv.wikipedia.org/w/index.php?diff=24427359,24427359,1386597316,195.67.88.222
526102,Valfrihet,http://sv.wikipedia.org/w/index.php?diff=24410702,24410702,1386344840,195.67.88.219
339639,Hendrik Verwoerd,http://sv.wikipedia.org/w/index.php?diff=24409030,24409030,1386325802,195.67.88.219
339639,Hendrik Verwoerd,http://sv.wikipedia.org/w/index.php?diff=24409025,24409025,1386325726,195.67.88.219
199697,F.W. de Klerk,http://sv.wikipedia.org/w/index.php?diff=24409020,24409020,1386325607,195.67.88.219
6996,Lottorna,http://sv.wikipedia.org/w/index.php?diff=24405645,24405645,1386251611,195.67.88.219
980188,Stellan Bojerud,http://sv.wikipedia.org/w/index.php?diff=24403363,24403363,1386189329,195.67.88.219
899701,Litauiska nationella unionen,http://sv.wikipedia.org/w/index.php?diff=24397281,24397281,1386096763,195.67.88.219
899701,Litauiska nationella unionen,http://sv.wikipedia.org/w/index.php?diff=24397280,24397280,1386096742,195.67.88.219
899701,Litauiska nationella unionen,http://sv.wikipedia.org/w/index.php?diff=24397277,24397277,1386096711,195.67.88.219
899701,Litauiska nationella unionen,http://sv.wikipedia.org/w/index.php?diff=24397272,24397272,1386096655,195.67.88.219
363670,Mehmet Kaplan,http://sv.wikipedia.org/w/index.php?diff=24395477,24395477,1386072948,195.67.88.219
2190,Ösel,http://sv.wikipedia.org/w/index.php?diff=24377773,24377773,1385714040,195.67.88.219
477563,Niklas Wykman,http://sv.wikipedia.org/w/index.php?diff=24371941,24371941,1385564859,195.67.88.219
477563,Niklas Wykman,http://sv.wikipedia.org/w/index.php?diff=24371902,24371902,1385564370,195.67.88.219
477563,Niklas Wykman,http://sv.wikipedia.org/w/index.php?diff=24371844,24371844,1385563762,195.67.88.219
1059519,Bergsbrukens valdistrikt,http://sv.wikipedia.org/w/index.php?diff=24335191,24335191,1384949088,195.67.88.222
3018151,Diskussion:Whistleblower,http://sv.wikipedia.org/w/index.php?diff=24290806,24290806,1383904224,195.67.88.219
2812360,Edward Snowden,http://sv.wikipedia.org/w/index.php?diff=24290803,24290803,1383904145,195.67.88.219
867748,Staffan Anger,http://sv.wikipedia.org/w/index.php?diff=24280904,24280904,1383660335,195.67.88.219
867748,Staffan Anger,http://sv.wikipedia.org/w/index.php?diff=24261344,24261344,1383150246,195.67.88.219
867748,Staffan Anger,http://sv.wikipedia.org/w/index.php?diff=24261325,24261325,1383149617,195.67.88.219
867748,Staffan Anger,http://sv.wikipedia.org/w/index.php?diff=24261322,24261322,1383149526,195.67.88.219
867748,Staffan Anger,http://sv.wikipedia.org/w/index.php?diff=24261316,24261316,1383149402,195.67.88.219
867748,Staffan Anger,http://sv.wikipedia.org/w/index.php?diff=24261200,24261200,1383146512,195.67.88.219
867748,Staffan Anger,http://sv.wikipedia.org/w/index.php?diff=24261189,24261189,1383146278,195.67.88.219
867748,Staffan Anger,http://sv.wikipedia.org/w/index.php?diff=24261168,24261168,1383145914,195.67.88.219
867748,Staffan Anger,http://sv.wikipedia.org/w/index.php?diff=24261131,24261131,1383145103,195.67.88.219
867748,Staffan Anger,http://sv.wikipedia.org/w/index.php?diff=24261130,24261130,1383145081,195.67.88.219
867748,Staffan Anger,http://sv.wikipedia.org/w/index.php?diff=24261115,24261115,1383144898,195.67.88.222
867748,Staffan Anger,http://sv.wikipedia.org/w/index.php?diff=24261103,24261103,1383144701,195.67.88.222
867748,Staffan Anger,http://sv.wikipedia.org/w/index.php?diff=24261088,24261088,1383144458,195.67.88.222
867748,Staffan Anger,http://sv.wikipedia.org/w/index.php?diff=24261045,24261045,1383143767,195.67.88.219
867748,Staffan Anger,http://sv.wikipedia.org/w/index.php?diff=24260954,24260954,1383142447,195.67.88.219
6395,Axel Wallengren,http://sv.wikipedia.org/w/index.php?diff=24240890,24240890,1382639014,195.67.88.219
1262765,Marta Obminska,http://sv.wikipedia.org/w/index.php?diff=24239608,24239608,1382617769,195.67.88.222
1262765,Marta Obminska,http://sv.wikipedia.org/w/index.php?diff=24239600,24239600,1382617692,195.67.88.222
1647110,SAMAK,http://sv.wikipedia.org/w/index.php?diff=24234559,24234559,1382514584,195.67.88.222
30234,Alruna,http://sv.wikipedia.org/w/index.php?diff=24229585,24229585,1382442495,195.67.88.218
30234,Alruna,http://sv.wikipedia.org/w/index.php?diff=24229563,24229563,1382442440,195.67.88.218
30234,Alruna,http://sv.wikipedia.org/w/index.php?diff=24229557,24229557,1382442417,195.67.88.218
63785,János Hunyadi,http://sv.wikipedia.org/w/index.php?diff=24118384,24118384,1382019904,195.67.88.218
63785,János Hunyadi,http://sv.wikipedia.org/w/index.php?diff=24118382,24118382,1382019871,195.67.88.218
2994,Sverker den äldre,http://sv.wikipedia.org/w/index.php?diff=24118307,24118307,1382018913,195.67.88.218
1206710,Géza Gárdonyi,http://sv.wikipedia.org/w/index.php?diff=24112317,24112317,1381911158,195.67.88.218
56068,Fredrick Federley,http://sv.wikipedia.org/w/index.php?diff=24080343,24080343,1381568971,195.67.88.218
977035,Victoria Tower,http://sv.wikipedia.org/w/index.php?diff=24069800,24069800,1381477462,195.67.88.218
980188,Stellan Bojerud,http://sv.wikipedia.org/w/index.php?diff=23973480,23973480,1380904739,195.67.88.218
980188,Stellan Bojerud,http://sv.wikipedia.org/w/index.php?diff=23973316,23973316,1380904104,195.67.88.218
304041,Fredrik Bojerud,http://sv.wikipedia.org/w/index.php?diff=23972606,23972606,1380899798,195.67.88.218
1071132,Astrakan (äpple),http://sv.wikipedia.org/w/index.php?diff=23929248,23929248,1380620101,195.67.88.218
108270,Skövde,http://sv.wikipedia.org/w/index.php?diff=23929156,23929156,1380619593,195.67.88.218
1647110,SAMAK,http://sv.wikipedia.org/w/index.php?diff=23916405,23916405,1380547305,195.67.88.218
513884,Ivor Thord-Gray,http://sv.wikipedia.org/w/index.php?diff=23891547,23891547,1380412714,195.67.88.218
700818,Lista över justitieombudsmän i Sverige,http://sv.wikipedia.org/w/index.php?diff=23853479,23853479,1380194977,195.67.88.218
1589753,Socialfilosofi,http://sv.wikipedia.org/w/index.php?diff=23802504,23802504,1379591443,195.67.88.218
1589753,Socialfilosofi,http://sv.wikipedia.org/w/index.php?diff=23802501,23802501,1379591394,195.67.88.218
1066747,Elof Eriksson,http://sv.wikipedia.org/w/index.php?diff=23802229,23802229,1379585441,195.67.88.218
2471742,Järnrörsskandalen,http://sv.wikipedia.org/w/index.php?diff=23801875,23801875,1379578401,195.67.88.218
2471742,Järnrörsskandalen,http://sv.wikipedia.org/w/index.php?diff=23801868,23801868,1379578275,195.67.88.218
491325,Elisabeth Svantesson,http://sv.wikipedia.org/w/index.php?diff=23794985,23794985,1379429469,195.67.88.218
491325,Elisabeth Svantesson,http://sv.wikipedia.org/w/index.php?diff=23794964,23794964,1379429130,195.67.88.218
896723,Rolf Nordenstreng,http://sv.wikipedia.org/w/index.php?diff=23790638,23790638,1379321888,195.67.88.218
896723,Rolf Nordenstreng,http://sv.wikipedia.org/w/index.php?diff=23790636,23790636,1379321869,195.67.88.218
896723,Rolf Nordenstreng,http://sv.wikipedia.org/w/index.php?diff=23790628,23790628,1379321759,195.67.88.218
2893,Strontium,http://sv.wikipedia.org/w/index.php?diff=23769966,23769966,1378800278,195.67.88.218
1209870,Stefan Svanström,http://sv.wikipedia.org/w/index.php?diff=23705648,23705648,1378389842,195.67.88.218
1209870,Stefan Svanström,http://sv.wikipedia.org/w/index.php?diff=23705565,23705565,1378389487,195.67.88.218
1539186,Enbomaffären,http://sv.wikipedia.org/w/index.php?diff=23663495,23663495,1378057738,195.67.88.218
38959,Fritiof Enbom,http://sv.wikipedia.org/w/index.php?diff=23663489,23663489,1378057568,195.67.88.218
101445,Kent Härstedt,http://sv.wikipedia.org/w/index.php?diff=23661240,23661240,1378023501,195.67.88.218
171650,Hijaz,http://sv.wikipedia.org/w/index.php?diff=23638047,23638047,1377683710,195.67.88.218
878619,Törringe kyrka,http://sv.wikipedia.org/w/index.php?diff=23637577,23637577,1377681714,195.67.88.218
743444,Germanism (ideologi),http://sv.wikipedia.org/w/index.php?diff=23523383,23523383,1377159422,195.67.88.218
513884,Ivor Thord-Gray,http://sv.wikipedia.org/w/index.php?diff=23512129,23512129,1377105842,195.67.88.218
513884,Ivor Thord-Gray,http://sv.wikipedia.org/w/index.php?diff=23512068,23512068,1377105551,195.67.88.218
109345,Europeiska radio- och TV-unionen,http://sv.wikipedia.org/w/index.php?diff=23511435,23511435,1377094543,195.67.88.218
986187,E-delegationen,http://sv.wikipedia.org/w/index.php?diff=23510306,23510306,1377073404,195.67.88.218
103304,Wilhelm Ostwald,http://sv.wikipedia.org/w/index.php?diff=23474177,23474177,1376910212,195.67.88.218
103304,Wilhelm Ostwald,http://sv.wikipedia.org/w/index.php?diff=23474166,23474166,1376910171,195.67.88.218
743444,Germanism (ideologi),http://sv.wikipedia.org/w/index.php?diff=23474153,23474153,1376910105,195.67.88.218
363670,Mehmet Kaplan,http://sv.wikipedia.org/w/index.php?diff=23413761,23413761,1376679371,195.67.88.218
48061,Zlatan Ibrahimović,http://sv.wikipedia.org/w/index.php?diff=23362559,23362559,1376510445,195.67.88.218
980188,Stellan Bojerud,http://sv.wikipedia.org/w/index.php?diff=23362195,23362195,1376508908,195.67.88.218
980188,Stellan Bojerud,http://sv.wikipedia.org/w/index.php?diff=23362120,23362120,1376508726,195.67.88.218
980188,Stellan Bojerud,http://sv.wikipedia.org/w/index.php?diff=23361974,23361974,1376508422,195.67.88.218
980188,Stellan Bojerud,http://sv.wikipedia.org/w/index.php?diff=23361630,23361630,1376507496,195.67.88.218
980188,Stellan Bojerud,http://sv.wikipedia.org/w/index.php?diff=23361617,23361617,1376507459,195.67.88.218
980188,Stellan Bojerud,http://sv.wikipedia.org/w/index.php?diff=23265978,23265978,1376239836,195.67.88.218
293681,Gulan Avci,http://sv.wikipedia.org/w/index.php?diff=23239399,23239399,1376132832,195.67.88.218
96414,Fredrik Malm,http://sv.wikipedia.org/w/index.php?diff=23239360,23239360,1376132713,195.67.88.218
1871954,Avpixlat,http://sv.wikipedia.org/w/index.php?diff=23158845,23158845,1375879966,195.67.88.218
1871954,Avpixlat,http://sv.wikipedia.org/w/index.php?diff=23158806,23158806,1375879828,195.67.88.218
9876,Centerpartiet,http://sv.wikipedia.org/w/index.php?diff=23125421,23125421,1375790142,195.67.88.218
9876,Centerpartiet,http://sv.wikipedia.org/w/index.php?diff=23125400,23125400,1375790078,195.67.88.218
531853,Ulla-Britt Hagström,http://sv.wikipedia.org/w/index.php?diff=23089449,23089449,1375693501,195.67.88.219
207724,Mats Johansson (journalist),http://sv.wikipedia.org/w/index.php?diff=23063851,23063851,1375621909,195.67.88.219
207724,Mats Johansson (journalist),http://sv.wikipedia.org/w/index.php?diff=23063679,23063679,1375621442,195.67.88.219
980188,Stellan Bojerud,http://sv.wikipedia.org/w/index.php?diff=23015067,23015067,1375390281,195.67.88.219
1214976,Diskussion:Åtvidaberg,http://sv.wikipedia.org/w/index.php?diff=22974811,22974811,1375266537,195.67.88.219
513884,Ivor Thord-Gray,http://sv.wikipedia.org/w/index.php?diff=22882350,22882350,1374788985,195.67.88.219
513884,Ivor Thord-Gray,http://sv.wikipedia.org/w/index.php?diff=22882290,22882290,1374788808,195.67.88.219
980188,Stellan Bojerud,http://sv.wikipedia.org/w/index.php?diff=22437910,22437910,1373572312,195.67.88.219
307171,Oskar Öholm,http://sv.wikipedia.org/w/index.php?diff=22248158,22248158,1373028620,195.67.88.219
617229,"TV-huset, Stockholm",http://sv.wikipedia.org/w/index.php?diff=22193689,22193689,1372756562,195.67.88.219
